id,customer_tweet_id,customer_text,agent_tweet_id,historical_agent_reply,true_intent,true_should_escalate,true_escalation_reason,reason_code,key_resolution_points,human_quality_score
golden_075,1714094,So annoyed that ever since I downloaded iOS 11 I haven’t been able to log into use my Apple ID,1714093,Let's look into this for you. What happens when you attempt to log in? Let us know in DM. https://t.co/GDrqU22YpT,account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_076,1442452,I’m about to cry because I can’t verify my Apple ID thing cause my number changed ... I NEED my pictures 😒,1442451,We'll do all we can to help you with your iCloud issue. Please DM us more about what is happening. https://t.co/GDrqU22YpT,account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_077,621797,I’m struggling to recover my apple id password. Last time i tried to recover it through my mobile number it didn’t work,621796,We'd need to get you to our Apple ID support over the phones. They can be reached here: https://t.co/UJm15vmMM2,account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_078,595783,I have an iPhone locked with iCloud and I don't know the email and password also I can reach to the person who set up the iPhone when I buy it! can you help me please ):,595782,Thanks for reaching out. We want to help. You will have to have the previous owner unlock the phone. Here is more information: https://t.co/yFrcT36syx,account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_079,59606,"Uhhhh , this you? 🤔 why is it saying my Apple ID will be disabled? https://t.co/onVhJjkYAU",59605,"This isn't us, and we'd love to see it. You can forward it to the address in this article: https://t.co/LNMCdqt6fD",account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_080,1035580,"I'm still having keychain issues after the recent update. Endless password requests, all passwords on all accounts have",1035579,"Reach out to us via DM, then we can direct you on this from there. https://t.co/GDrqU22YpT",account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_081,768318,any way I can know my iphone hardware health?,768317,Thanks for reaching out. We want to help. Can you tell us more about what you are experiencing?,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_082,1482972,"i dropped my iPhone 7 and the glass on the rear camera cracked, how much will it cost to fix it? (Am from mexico btw)",1482971,We're here to help. DM us the country you're currently located in and we'll take it from there. https://t.co/GDrqU22YpT,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_083,2677923,i want to set up an appointment at the Philadelphia genius bar. how can i do that?,2677922,We love to help with any issue you're experiencing. What's going on? Reservations can be made here: https://t.co/ugGWwe3u7S,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_084,2401243,"hello,is it possible to take out apple care after your phone has cracked but you are still within 60 days of purchase? #apple",2401242,We'd love to help answer your questions. Shoot us over a Direct Message and we'll see how we can assist. https://t.co/GDrqU22YpT,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_085,617169,"This is just frustrating: I picked up my new iPhone from local store less than a week ago. I made sure to buy a screen protector at the store. Today the protector cracked, I didn’t drop it or anything. Not sure what to do? what do I do?!?",617168,You've come to the right place! We're glad to get you pointed in the right direction here. Please DM us and let us know which country you're tweeting from so that we can look into your options. https://t.co/GDrqU22YpT,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_086,1778446,Any help with a broken screen/Digitiser due to a faulty shell on my 9 month old iPhone 7,1778445,Let's look into this together. Please DM us. https://t.co/GDrqU22YpT,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_087,563028,bought a iphone 7 a month ago the display glass cracked just by keeping in my denims can u guys help me with that,563026,We're happy to see what options we have available. Please DM us your current country and we'll move forward. https://t.co/GDrqU22YpT,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_088,1802255,need to make an appointment to fix my phone that wont turn on yet your genius bar reservation requires a code sent to my phone,1802254,Sounds like two factor authentication is turned on. We got your back. Please DM us and we can work on setting up a reservation. https://t.co/GDrqU22YpT,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_089,2439710,"Very disappointed that kept my student daughter, , on extended call about defective power cord by collecting all hardware info, serial no, etc only to say they couldn’t help because it was a call & she should into a store over an hour away.",2439709,"Thanks for reaching out to us. We can certainly take a look at this with you. For your privacy, let's up in DM to collect some additional details. https://t.co/GDrqU22YpT",hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_090,2795924,My iPhone X wont focus on 2x zoom when I try to take a picture. I took it to the Apple Store and was told it wasn’t a hardware issue but they can have the camera replaced. Any suggestions? #Help,2795923,Taking your iPhone into the Apple Store is definitely a great way to get help. Send us a DM and let us know whether you left your iPhone at the store for service. https://t.co/GDrqU22YpT,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_091,1400563,"MacBook Pro with touchbar rattle noise, has anybody experienced that? I took it to the Genius Bar but it so loud at the store that it’s hard to hear it. Cc: see video https://t.co/uH4SwSH6pA",1400561,We know unexpected noises can be a concern and we'll be happy to look into this. Was the store able to determine anything during your visit?,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_092,1660038,dropped my iPhone 7.. the screen of my phone cracked and my screen protector is unharmed... any thoughts?,1660037,We can help you explore your support options. Let’s team up in DM and we’ll do our best to assist you. https://t.co/GDrqU22YpT,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_093,2045245,my watch battery expanded and popped the screen off. How do I make a Genius Bar appointment? I can't find on your website.,2045244,"Hi, we're sorry to hear about your Apple Watch. What country are you in? DM us back, we'll see what we can from there. https://t.co/GDrqU22YpT",hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_094,1175765,"Hi,the front of my Apple Watch is coming off. I’ve not dropped/cracked it, it’s like the face has been sliced.Is this common?What should I do? Thx",1175764,Thanks for reaching out to us. Let's meet up in DM to examine this more closely. https://t.co/GDrqU22YpT,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_095,2652495,Can I still get an appointment today ave/NYC store?? Is the genius bar 24/7 too????,2652494,We're happy to help. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_096,2804435,went to Genius Bar for an issue w/ phone but still usable. 90 min later told they could do nothing and sent me away w/ a brick https://t.co/kBCKx7zSlP,2804434,"We want you to have a good experience however you seek support. Give the steps from this link a try since it describes the screen you're on: https://t.co/YheGAGfWxj If you still have issues, send us a DM. https://t.co/GDrqU22YpT",hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_097,1578348,My phone wont turn on and I can't live chat or get a genius bar res without the two factor authentication,1578347,We can help. Have you tried these steps? https://t.co/8MvHMFZ83h,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_098,148181,"my iPhone 6s seems to be losing battery VERY quickly. (Gone from 30% to 9% in about 20 mins) is it worth taking to a Genius Bar, can they check battery function?",148180,"We'd love to look into this with you. DM us which version of the operating system your iPhone is running and the country you're in (as support options vary by location), and we'll get started. https://t.co/GDrqU2kzhr",hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_099,1339671,I brought a Logitech iPad air2 case from Apple ..its cracked several places. Who can assist with replacing?,1339670,DM us using the link below. We're glad to look into this with you. https://t.co/GDrqU22YpT,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_100,1082993,"my iPhone 6s has turned into an expensive paperweight, and the Genius Bar today couldn't help me. Surely this can be resolved?",1082992,We'll do all we can to assist you. Please DM us more about what's happening with your iPhone. https://t.co/GDrqU22YpT,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_101,1891519,That's twice in two days I've dropped my iPhone and can hardly see through the screen 🙈🙈🙈 anyone know how much do charge to fix broken screens?,1891518,We'd love to help look into some service options to get your iPhone looking new again. DM us your country to continue. https://t.co/GDrqU22YpT,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_102,451388,Love my iPhone X's new matrix/eco/hardware-defect mode. https://t.co/oD5yLWQE6Q,451387,We'd like to see what we can do to assist. DM us and we'll continue from there. https://t.co/GDrqU22YpT,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_103,1852455,ugh iphone 6 still lagging since updates. will chat with genius bar peeps tomorrow,1852454,"Let's look into this together. To start, DM us which iOS version you're using and we'll continue from there. https://t.co/GDrqU22YpT",hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_104,2647340,Can't seem to make a Genius bar appt online for my wife's phone. Please help!,2647339,"We'd be happy to look into helping you get an appointment set where available. Please meet us in DM to tell us your current location, so we may assist. https://t.co/GDrqU22YpT",hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_105,824721,is it normal that my screen is cracked while inmy pocket !!! https://t.co/kJEaYS9weI,824720,Let's look into this for you. Send us a DM to get started. https://t.co/GDrqU22YpT,hardware_repair_service,True,Physical Hardware: Device damage or hardware failure requires in-store Genius Bar or depot inspection.,HARDWARE_REPAIR,Provide Genius Bar / Apple Authorized Service Provider appointment link; explain warranty/diagnostic evaluation.,4
golden_106,1643269,"hi, can u pls explain how I can cancel this subscription and arrange a refund as I was not aware of having subscribed to this? https://t.co/7hOkKbyyaG",1643268,For all things billing related you would need to reach out to our iTunes Store team by clicking here: https://t.co/SDIe7UiyJN,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_107,2503752,"I’m currently in Canada and would like to know if i can text my friends in America, who have iMessage without getting charged for international texting? Say in a group chat, they would have to add my email associated with my iMessage and not my CAN number?",2503751,"That's a great question and we're here to help. Check out this helpful article for more information on iMessage and SMS/MMS texting: https://t.co/IYLXaFXS3h If you have further questions, feel free to DM us and we'll be more than happy to help you. https://t.co/GDrqU22YpT",billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_108,1920010,I updated to 11.0 3- now my phone needs to be charged at least twice a day and graphic glitches happen continuously. Fix this?,1920009,Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_109,1552580,"why isn’t my gift card on my account being used? $15 balance, purchased 9.99 & 5 charged to CC!",1552579,We'd like to point you in the right direction. Our iTunes Store experts can help with this: https://t.co/SDIe7UiyJN,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_110,148191,"Am finding it impossible to cancel my subscription, it is stuck in a loop, can you PM me please? Thanks",148190,We're happy to point you in the right direction for assistance with your Subscription. Our iTunes Support team would be the best option to help with this. You can reach out to them directly at https://t.co/SDIe7UiyJN.,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_111,2748435,"hey. Can I get a refund for two songs that I purchased more than 3 months ago? They do not work and can't download, and I neither have a computer to download iTunes on either. Pls let me know. Thanks.",2748434,"We're not able to help out with refunds over Twitter, but reach out to our iTunes Store support via the following link and they can look in to this with you: https://t.co/SDIe7UiyJN If you'd like help finding the songs and downloading them, please send us a DM. https://t.co/GDrqU22YpT",billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_112,2237379,how’d I get charged for 3 singles and the album? Preorder wouldn’t download https://t.co/YqOXfUm04y,2237378,Let's help get you into the right hands to get this sorted. Please reach out to our iTunes team via: https://t.co/SDIe7UA9Bl,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_113,1082989,hey I couldn’t find how to unsubscribe from an app and now I ve been charged. Please help since I didn’t want to pay for it,1082988,We understand and would be happy to look into this with you! Please contact our iTunes Support team at: https://t.co/SDIe7UiyJN,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_114,1283968,I’ve recently paid my subscription and it’s asking me to renew my membership may I have some ?,1283967,We’re investigating the issue and will update our System Status page when info becomes available: https://t.co/7NVrDovSd8,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_115,2494293,please advise how we can all refund our phones. Battery life is a disaster after every iOS update. Not fit for purpose.,2494292,"Hey there, we'd love to work with you and your iPhone to determine what's going on with battery life. Please shoot us a DM. https://t.co/GDrqU22YpT",billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_116,1276354,"Hi, my Apple Music logged me out and deleted all my songs. My subscription had not expired 😑😐:/",1276352,"We know music is important, and we want to help. Were the missing songs ones that had been downloaded for offline listening?",billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_117,1918058,I’m having trouble with a subscription I did via the App Store.,1918056,We’d like to see how we can help. Can you give us some more details about the issue you're having?,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_118,1513912,I was charged twice for an in-app subscription,1513911,We're happy to help. We never want you to get charged twice for anything. Our iTunes Team can help: https://t.co/SDIe7UiyJN,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_119,2506053,"I wonder how long after my credit card is charged and my phone is preparing for shipment, it will actually ship?? ? ? #soantsy #notgoodatwaiting #iPhoneX",2506051,We understand the excitement. You can keep an eye on the order status here: https://t.co/LFKMJeOYQp,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_120,1818759,why is my phone halfway charged at 10:50 am this is a everyday thing https://t.co/cqKiEY2GPt,1818758,We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_121,159615,WHY AM I GETTING CHARGED $15 TWICE?! For NOTHING,159614,We'd like to help. Could you tell us more about the charges in question? What are they related to? Let us know via DM to continue. https://t.co/GDrqU22YpT,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_122,1509943,Purchased an app for $1.68 and got charged $26.48. Not happy,1509942,We want to help you get to the bottom of this. Please contact our iTunes Store Support for this issue: https://t.co/SDIe7UiyJN,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_123,1285693,Apple music asking me to renew my subscription when I am already subscribed.... might be back on spotify next month smh.,1285692,We’re investigating and will update our System Status page as more info becomes available: https://t.co/Fcu0biZf0L,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_124,1329973,"How do i cancel my free 3 month subscription to itunes.I've downloaded songs,that i will pay for could you cancel it please.",1329972,We'd be happy to answer questions. Check out this article to see how to cancel: https://t.co/YKDbvueXrq,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_125,1515386,"Hi, since 09/27/17 I'm waiting for a refund. Polo Park-MB-CA didn't solve my problem. Somebody can help me?",1515385,We'd be happy to look into your situation. Please DM us here: https://t.co/GDrqU22YpT,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_126,2978822,y’all better refund me my money as fast as y’all took it out!!!!,2978821,Let us help you get this sorted out. DM us so we can better assist you: https://t.co/GDrqU22YpT,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_127,1541981,"Just updated to iOS 11.1 & iPhone will recognize it’s being charged for under 1 min then stops charging. What’s up with that, ?",1541979,"We'd love to look into this with you. Are you using an Apple certified or 3rd-party cable? Also, which iPhone do you have?",billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_128,1331249,annoyed of being charged for apps I don’t have,1331248,We'd like to see how we can help. Send us a DM with more information and we'll work from there: https://t.co/GDrqU22YpT,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_129,174160,My Apple Watch keeps turning off and on by itself and it’s charged. What do I do?,174158,We'd be happy to help. Can you let us know which version of the watchOS you're running? You can check by opening the Watch app on your paired iPhone > General > About.,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_130,1180524,: How do I upgrade my Apple Music subscription to Family sharing?,1180522,We'd like to help! Check out this article: https://t.co/Axn8d2wJz2,billing_subscriptions,True,"Financial Dispute: Transactions, payment adjustments, or refunds require human billing authorization.",BILLING_DISPUTE,Direct customer to reportaproblem.apple.com or iTunes Support specialist for transaction review.,4
golden_131,188445,wifi is always turn on #iOS11,188444,"We'd be glad to help with that. We have changed how you turn off Wi-Fi, you’ll find the steps here: https://t.co/G7BHuQnDS6",connectivity_peripherals,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Suggest toggling Bluetooth/Wi-Fi, forgetting network/device, or resetting network settings.",4
golden_132,2510971,"I just setup my new iPhone X, but now my Apple Watch is stuck in a setup screen loop. Can you help . This is kind of frustrating :/",2510970,We are sorry to hear you're having issues setting up the Watch. Please send us a DM and we will look into this together. Thank you. https://t.co/GDrqU22YpT,connectivity_peripherals,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Suggest toggling Bluetooth/Wi-Fi, forgetting network/device, or resetting network settings.",4
golden_133,629765,Are there any issues in iOS 11 you’re still working out? I have had hesitation and stuttering playing music with Bluetooth and AirTunes since I upgraded.,629764,We'd like to look into this with you. What version of iOS 11 do you have installed? DM us. https://t.co/GDrqU22YpT,connectivity_peripherals,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Suggest toggling Bluetooth/Wi-Fi, forgetting network/device, or resetting network settings.",4
golden_134,2484156,Any ideas when the Apple Watch Series 3 will be available on other phone networks in 🏴󠁧󠁢󠁥󠁮󠁧󠁿  ⌚,2484155,We appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/gbIPLOsnZd,connectivity_peripherals,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Suggest toggling Bluetooth/Wi-Fi, forgetting network/device, or resetting network settings.",4
golden_135,1243817,WiFi automatically turn on any time after turn off in iOS 11 & abov 4 iPhone 5s.,1243816,We would like to help. Go ahead and meet us in DM and we can work together there. https://t.co/GDrqU22YpT,connectivity_peripherals,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Suggest toggling Bluetooth/Wi-Fi, forgetting network/device, or resetting network settings.",4
golden_136,366978,"iOS11, handoff no longer works between iphone 6 and iPad Pro. Rebooted, switched handoff & bluetooth off and on. Help please?",366975,We can take a look at this. Can you tell us more about how you used it? Thanks.,connectivity_peripherals,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Suggest toggling Bluetooth/Wi-Fi, forgetting network/device, or resetting network settings.",4
golden_137,1335330,wifi switches on automatically every now and then and asking me to join networks #iOS11 #Downgrade #securityConcern,1335329,We'd be happy to look into this with you. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,connectivity_peripherals,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Suggest toggling Bluetooth/Wi-Fi, forgetting network/device, or resetting network settings.",4
golden_138,2285165,"I use Apple Watch series 3. After updating to watch OS 4.1 which released 3 days back, the activity app is not tracking the miles walked, calories spent. Is this an issue with the latest update ?",2285164,"We'd like to dig in to what's happening on your Apple Watch. Let's continue chatting via DM. Tell us what type of iPhone you have paired with your Watch, along with your current iOS version. https://t.co/GDrqU22YpT",connectivity_peripherals,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Suggest toggling Bluetooth/Wi-Fi, forgetting network/device, or resetting network settings.",4
golden_139,1673179,"É só queria entender pra que serve a função Wifi e Bluetooth na Central de Controle, se ela nao desativa as funções??! https://t.co/iffSdRgP6k",1673178,"Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",connectivity_peripherals,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Suggest toggling Bluetooth/Wi-Fi, forgetting network/device, or resetting network settings.",4
golden_140,757828,My Apple Watch doesn’t give me breathe reminders anymore since I’ve updated my watch,757827,Go ahead and check out this article and see if it helps at all: https://t.co/UWzamRBXtU,connectivity_peripherals,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Suggest toggling Bluetooth/Wi-Fi, forgetting network/device, or resetting network settings.",4
golden_141,2422523,the new iOS update won’t let me use wifi,2422521,We've got you. Which iPhone are you using and are you trying to use Wi-Fi at home or elsewhere? Thanks.,connectivity_peripherals,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Suggest toggling Bluetooth/Wi-Fi, forgetting network/device, or resetting network settings.",4
golden_142,2676547,"iOS 11.0.3 is no good. Phone drops WiFi, while MacBook and iPad mini remain connected. #militaryfamily #internetamust",2676546,We want to help. Would you tell us more about what's happening in DM? https://t.co/GDrqU22YpT,connectivity_peripherals,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Suggest toggling Bluetooth/Wi-Fi, forgetting network/device, or resetting network settings.",4
