customer_tweet_id,customer_text,customer_raw_text,customer_created_at,agent_tweet_id,agent_text,agent_raw_text,agent_created_at
941473,Dear iPhone 8plus keeps playing random song at 11:32 at night and 7:32 am plus many more issue #getittogether,Dear @AppleSupport iPhone 8plus keeps playing random song at 11:32 at night and 7:32 am plus many more issue #getittogether,Sat Oct 21 05:36:28 +0000 2017,941471,We want to help. Let's check your alarms in the Clock app to see if there’re any alarms programmed to go off at that time.,@343189 We want to help. Let's check your alarms in the Clock app to see if there’re any alarms programmed to go off at that time.,Sat Oct 21 15:49:35 +0000 2017
2427292,When are you going to sort out iOS 11.11 from freezing iphone during use. Mega irritating! 😡,@AppleSupport @115858 When are you going to sort out iOS 11.11 from freezing iphone during use. Mega irritating! 😡,Tue Nov 14 19:39:10 +0000 2017,2427290,We'd love to sort this out for you. What apps does this happen with? About how long ago did you install the latest iOS update?,@696958 We'd love to sort this out for you. What apps does this happen with? About how long ago did you install the latest iOS update?,Tue Nov 14 20:03:00 +0000 2017
1707737,entire camera roll is now out of chronological order... photos from years ago appearing ahead of recent photos taken yesterday,@AppleSupport entire camera roll is now out of chronological order... photos from years ago appearing ahead of recent photos taken yesterday,Mon Nov 06 21:57:57 +0000 2017,1707736,We'd like to take a look at this with you. Reach out via DM using the link below. https://t.co/GDrqU22YpT,@517509 We'd like to take a look at this with you. Reach out via DM using the link below. https://t.co/GDrqU22YpT,Mon Nov 06 23:21:37 +0000 2017
1099649,help me. my phone won't update or restore.,@AppleSupport help me. my phone won't update or restore.,Mon Oct 23 22:20:39 +0000 2017,1099647,We'd love to help. Tell us about what happens when you try to update or restore the iPhone. Are you receiving any messages?,@379498 We'd love to help. Tell us about what happens when you try to update or restore the iPhone. Are you receiving any messages?,Mon Oct 23 22:30:12 +0000 2017
2295677,Is anyone else having this issue?? Every time I try and use “I” it wants to auto correct to whatever tf this is. https://t.co/FSxY968QXy,Is anyone else having this issue?? Every time I try and use “I” it wants to auto correct to whatever tf this is. @AppleSupport https://t.co/FSxY968QXy,Sun Nov 12 19:47:53 +0000 2017,2295676,"An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6","@261755 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",Sun Nov 12 21:11:35 +0000 2017
926454,My phone was stolen and this photo showed up on my iCloud https://t.co/nxhvIpHaIJ,My phone was stolen and this photo showed up on my iCloud @AppleSupport https://t.co/nxhvIpHaIJ,Fri Oct 13 21:31:32 +0000 2017,926453,We're sorry to hear your iPhone is missing. Check the steps here for help finding & protecting your info: https://t.co/DyTn9aWWbp,@339827 We're sorry to hear your iPhone is missing. Check the steps here for help finding &amp; protecting your info: https://t.co/DyTn9aWWbp,Fri Oct 13 21:46:00 +0000 2017
523040,my iphone keeps on shutting down,@AppleSupport my iphone keeps on shutting down,Sat Dec 02 03:08:45 +0000 2017,523039,Thank you for reaching out. We want to look into this with you to get everything working correctly. Reach out to us in DM and let us know when you first noticed this happening please. https://t.co/GDrqU2kzhr,@240837 Thank you for reaching out. We want to look into this with you to get everything working correctly. Reach out to us in DM and let us know when you first noticed this happening please. https://t.co/GDrqU2kzhr,Sat Dec 02 04:17:56 +0000 2017
1341794,😡Absolutely fuming with #apple #ipad,😡Absolutely fuming with @AppleSupport #apple #ipad,Fri Oct 27 12:13:16 +0000 2017,1341793,We can help with the issues you are having on your devices. Could you join us in DM with more details? https://t.co/GDrqU22YpT,@432969 We can help with the issues you are having on your devices. Could you join us in DM with more details? https://t.co/GDrqU22YpT,Fri Oct 27 15:46:30 +0000 2017
1287042,my 7 keeps freezing after the most recent update. I’m resetting and it keeps freezing,@AppleSupport my 7 keeps freezing after the most recent update. I’m resetting and it keeps freezing,Thu Oct 26 18:30:49 +0000 2017,1287041,This is certainly not an experience we want you to have. We'd like to help. Let's meet in DM. https://t.co/GDrqU2kzhr,@421032 This is certainly not an experience we want you to have. We'd like to help. Let's meet in DM. https://t.co/GDrqU2kzhr,Thu Oct 26 19:14:00 +0000 2017
2893302,"Oi you clowns, my 7 month old iPhone 7 keeps shutting itself down whenever it wants. Not really acceptable is it?","Oi @AppleSupport you clowns, my 7 month old iPhone 7 keeps shutting itself down whenever it wants. Not really acceptable is it?",Tue Nov 28 14:52:31 +0000 2017,2893301,"This is certainly not what we want to have occurring on your iPhone 7, but we can help. Which version of the iOS is currently installed? Let us know via DM. https://t.co/GDrqU22YpT","@395485 This is certainly not what we want to have occurring on your iPhone 7, but we can help. Which version of the iOS is currently installed? Let us know via DM. https://t.co/GDrqU22YpT",Tue Nov 28 15:36:01 +0000 2017
947821,hey can any explain why my new iPhone 7 constantly freezes and I have to reset it 4-10 times every single day? So disappointed https://t.co/zMDMcwhEqp,@AppleSupport hey can any explain why my new iPhone 7 constantly freezes and I have to reset it 4-10 times every single day? So disappointed https://t.co/zMDMcwhEqp,Sat Oct 21 16:30:35 +0000 2017,947819,We're happy to assist. Which iOS version are you currently running? Go to Settings > General > About for the version.,@344775 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,Sat Oct 21 19:34:00 +0000 2017
2342987,- Yet another IOS update and still no fix to the fact my iPhone needs a battery charge 3 times a day? when will THAT patch be coming?,@AppleSupport - Yet another IOS update and still no fix to the fact my iPhone needs a battery charge 3 times a day? when will THAT patch be coming?,Thu Nov 09 23:53:57 +0000 2017,2342985,"Did you already update to iOS 11.1.1? https://t.co/80YRnjDFDk Are all your apps updated in the App Store? We want to help as much as possible. Send us a DM and let us know. Also, include the country you're in. https://t.co/GDrqU22YpT","@677656 Did you already update to iOS 11.1.1? https://t.co/80YRnjDFDk Are all your apps updated in the App Store? We want to help as much as possible. Send us a DM and let us know. Also, include the country you're in. https://t.co/GDrqU22YpT",Fri Nov 10 01:15:14 +0000 2017
1136344,"Hey Apple, I think you didn't not complete the job of translating High Sierra properly. https://t.co/CfrybtiMqx","@AppleSupport Hey Apple, I think you didn't not complete the job of translating High Sierra properly. https://t.co/CfrybtiMqx",Sun Oct 15 14:12:03 +0000 2017,1136342,We'll be happy to look into this with you. Which Mac are you using?,@387699 We'll be happy to look into this with you. Which Mac are you using?,Sun Oct 15 15:14:32 +0000 2017
2151262,So is Apple #iphone going to fix this glitch in the update? Eye swear this “a & ? Box” got me heated. I wtf,So is Apple #iphone going to fix this glitch in the update? Eye swear this “a &amp; ? Box” got me heated. I️ wtf @AppleSupport,Thu Nov 09 01:11:59 +0000 2017,2151261,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,@632223 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Thu Nov 09 01:21:00 +0000 2017
1564092,Tired of these Question mark Boxez like fr My phone Cost a Band like Wtf y’all on 🤬,Tired of these Question mark Boxez like fr My phone Cost a Band like Wtf y’all on @AppleSupport 🤬,Sat Nov 04 05:25:31 +0000 2017,1564091,Great question! This workaround will help until this issue is resolved in a future update: https://t.co/xU1AGHStV6,@482981 Great question!  This workaround will help until this issue is resolved in a future update: https://t.co/xU1AGHStV6,Sat Nov 04 15:02:00 +0000 2017
1864582,updated my IOS. Now my wifi and Bluetooth turn on automatically. How do I turn that off?,@AppleSupport updated my IOS. Now my wifi and Bluetooth turn on automatically. How do I turn that off?,Fri Oct 20 03:30:56 +0000 2017,1864581,Control Center will Disconnect Bluetooth temporarily in iOS 11. Turn it off in Settings. Learn more: https://t.co/G7BHuQnDS6,@557072 Control Center will Disconnect Bluetooth temporarily in iOS 11. Turn it off in Settings. Learn more: https://t.co/G7BHuQnDS6,Fri Oct 20 12:50:00 +0000 2017
2333320,wtf. My iPad pro won't even charge on airplane mode since ios11 update. How are you fixing this?,@AppleSupport wtf. My iPad pro won't even charge on airplane mode since ios11 update.  How are you fixing this?,Fri Oct 20 01:10:56 +0000 2017,2333318,Let's take a look at this for you. Have you tried using a different cable?,@675306 Let's take a look at this for you. Have you tried using a different cable?,Fri Oct 20 01:57:06 +0000 2017
2253462,WTF is up with this ‘A ?’ thing popping up when I try to type I??,@AppleSupport WTF is up with this ‘A ?’ thing popping up when I try to type I️??,Fri Nov 10 19:16:43 +0000 2017,2253461,"We have released iOS 11.1.1. This is a simple fix to this trouble you are experiencing. Make sure you have a backup first. Once backed up, go ahead and get your iPhone updated: https://t.co/80YRnjDFDk","@656454 We have released iOS 11.1.1. This is a simple fix to this trouble you are experiencing. Make sure you have a backup first. Once backed up, go ahead and get your iPhone updated: https://t.co/80YRnjDFDk",Fri Nov 10 21:34:57 +0000 2017
2562317,https://t.co/nD489AZnJ7,@AppleSupport https://t.co/nD489AZnJ7,Thu Nov 16 16:51:11 +0000 2017,2562315,"You've reached the right place for support. To start, can you tell us more about this screenshot? When did you start receiving this message? Also, which model of iPhone and iOS version are you using?","@727159 You've reached the right place for support. To start, can you tell us more about this screenshot? When did you start receiving this message? Also, which model of iPhone and iOS version are you using?",Thu Nov 16 18:04:38 +0000 2017
2476136,why does my phone continue to change the letter “i” to this character “⍰”? Even after the update? https://t.co/93vzL32pCl,@AppleSupport @115858 why does my phone continue to change the letter “i” to this character “⍰”? Even after the update? https://t.co/93vzL32pCl,Wed Nov 15 06:00:17 +0000 2017,2476135,This is not the experience we'd expect you to have. Reach out to us via DM and we'll continue from there. https://t.co/GDrqU22YpT,@707821 This is not the experience we'd expect you to have.  Reach out to us via DM and we'll continue from there. https://t.co/GDrqU22YpT,Wed Nov 15 13:59:37 +0000 2017
1859008,I'm so annoyed with iOS 11 updates. My Phone keeps freezing ans shutting off randomly and the battery is draining FIX IT!!,I'm so annoyed with iOS 11 updates. My Phone keeps freezing ans shutting off randomly and the battery is draining @AppleSupport FIX IT!!,Thu Oct 19 14:30:35 +0000 2017,1859007,We'd love to assist you with any issues that you're having. Please click here to join us in DM. We'll continue there. https://t.co/GDrqU22YpT,@555844 We'd love to assist you with any issues that you're having. Please click here to join us in DM. We'll continue there. https://t.co/GDrqU22YpT,Thu Oct 19 15:20:40 +0000 2017
1597374,before I throw my phone at a wall please fix the “i” and make it stop changing to weird symbol,@115858 @AppleSupport before I️ throw my phone at a wall please fix the “i” and make it stop changing to weird symbol,Sat Nov 04 18:52:15 +0000 2017,1597371,This article has steps that may be able to help: https://t.co/xU1AGHStV6,@490703 This article has steps that may be able to help: https://t.co/xU1AGHStV6,Sat Nov 04 22:32:31 +0000 2017
1716606,what’s with the pictures having the exclamation point in the corner??,@AppleSupport what’s with the pictures having the exclamation point in the corner??,Mon Nov 06 23:24:35 +0000 2017,1716605,We are here to help whenever possible. DM details of where you are seeing this to get started. https://t.co/GDrqU22YpT,@519821 We are here to help whenever possible. DM details of where you are seeing this to get started. https://t.co/GDrqU22YpT,Tue Nov 07 00:09:57 +0000 2017
1887011,When one of the earphones stop working after only 6 months of your iPhone 7 🤔,When one of the earphones stop working after only 6 months of your iPhone 7 @AppleSupport 🤔,Mon Oct 30 19:30:51 +0000 2017,1887010,Let's take a look at it together. Have you had a chance to test these EarPods with another device yet?,@562809 Let's take a look at it together. Have you had a chance to test these EarPods with another device yet?,Mon Oct 30 19:40:33 +0000 2017
9170,11.1にあげたらTwitter少し見てるだけだし低電力モードなのに20パーへったぞ。デバイス本体ごと取り換えて数ヶ月だし今回のアプデはミスだな。バッテリー消費悪化してる。,11.1にあげたらTwitter少し見てるだけだし低電力モードなのに20パーへったぞ。デバイス本体ごと取り換えて数ヶ月だし今回のアプデはミスだな。バッテリー消費悪化してる。 @AppleSupport,Wed Nov 01 00:05:04 +0000 2017,9168,We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,@117645 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Wed Nov 01 00:12:00 +0000 2017
1442000,my is still on “preparing to ship” will it still arrive tomorrow 3/11?,@AppleSupport my @4766 is still on “preparing to ship” will it still arrive tomorrow 3/11?,Thu Nov 02 03:30:28 +0000 2017,1441999,Our Online Store is best suited to help you with your order. You can reach them here: https://t.co/8yjRd1Xo0i,@454571 Our Online Store is best suited to help you with your order. You can reach them here:  https://t.co/8yjRd1Xo0i,Thu Nov 02 12:37:57 +0000 2017
2025923,"I have no idea how to report bugs with iOS 11, so I got a Twitter so I can tweet them","@AppleSupport I have no idea how to report bugs with iOS 11, so I got a Twitter so I can tweet them",Sun Oct 29 02:11:50 +0000 2017,2025922,We can certainly take a look at this. What version of iOS 11 are you using? Does this happen with every audio app that you use?,@599114 We can certainly take a look at this. What version of iOS 11 are you using? Does this happen with every audio app that you use?,Sun Oct 29 02:23:33 +0000 2017
2597132,why you gotta mess with my phone and delete all of my texts I had important stuff in there :((,@115858 @AppleSupport why you gotta mess with my phone and delete all of my texts I had important stuff in there :((,Fri Nov 17 03:48:56 +0000 2017,2597131,We've recieved your DM and will reply there as soon as possible.,@735331  We've recieved your DM and will reply there as soon as possible.,Fri Nov 17 04:38:26 +0000 2017
107352,"I swear to god I’m going to throw my iPhone out of frustration. STOP TURNING WIFI BACK ON I turn it off, it comes back on. Every 5 minutes. It’s fucking annoying not having a phone that works right anymore","I swear to god I’m going to throw my iPhone out of frustration. STOP TURNING WIFI BACK ON @AppleSupport I turn it off, it comes back on. Every 5 minutes. It’s fucking annoying not having a phone that works right anymore",Thu Nov 23 18:57:03 +0000 2017,107349,"Are you using Control Center or Settings on your iPhone to turn Wi-Fi off? If you're using Control Center, that works a bit differently in iOS 11: https://t.co/G7BHuQnDS6 Let us know in DM if you have any other questions. https://t.co/GDrqU22YpT","@139842 Are you using Control Center or Settings on your iPhone to turn Wi-Fi off? If you're using Control Center, that works a bit differently in iOS 11: https://t.co/G7BHuQnDS6 Let us know in DM if you have any other questions. https://t.co/GDrqU22YpT",Thu Nov 23 19:28:26 +0000 2017
2899055,two conversations over a half hour long and 0 resolution. How hard is it to update a phone number?,@AppleSupport two conversations over a half hour long and 0 resolution. How hard is it to update a phone number?,Tue Nov 28 17:05:45 +0000 2017,2899054,"We'd like to hear more about what's going on. Please DM us about this, and we'll continue from there. https://t.co/GDrqU22YpT","@803154 We'd like to hear more about what's going on. Please DM us about this, and we'll continue from there. https://t.co/GDrqU22YpT",Tue Nov 28 17:18:00 +0000 2017
825916,why didn’t my photos restore,@AppleSupport why didn’t my photos restore,Fri Oct 13 00:54:54 +0000 2017,825914,We're her to help. Can you please tell us which version of iOS you are currently running?,@316708 We're her to help. Can you please tell us which version of iOS you are currently running?,Fri Oct 13 01:06:13 +0000 2017
2220847,after updating to the latest software on my iPhone 6 I'm getting a lot of no service or searching. Never happened before. Solution??,@AppleSupport after updating to the latest software on my iPhone 6 I'm getting a lot of no service or searching. Never happened before. Solution??,Fri Nov 10 04:02:55 +0000 2017,2220846,Thanks for bringing this to our attention. We know how important it is to have service on your phone. Let us know if this helps: https://t.co/5KootZbxj1,@154040 Thanks for bringing this to our attention. We know how important it is to have service on your phone. Let us know if this helps: https://t.co/5KootZbxj1,Fri Nov 10 13:10:30 +0000 2017
463097,how do i cancel youtube tv?,@AppleSupport how do i cancel youtube tv?,Fri Dec 01 02:43:29 +0000 2017,463096,"Hello. Thanks for checking with us about your YouTube TV concerns. If you are referring to a subscription, we want you to have control. Check out this link here: https://t.co/bOr0wYMLXU If you still have trouble, let us know.","@225061 Hello. Thanks for checking with us about your YouTube TV concerns. If you are referring to a subscription, we want you to have control. Check out this link here: https://t.co/bOr0wYMLXU If you still have trouble, let us know.",Fri Dec 01 02:57:29 +0000 2017
2777569,"my iTunes password keeps getting rejected and trying to reset it, new ones keep getting shot down as previously used, though I know for a fact I have never used them. What’s up?","@AppleSupport my iTunes password keeps getting rejected and trying to reset it, new ones keep getting shot down as previously used, though I know for a fact I have never used them. What’s up?",Tue Nov 21 15:16:53 +0000 2017,2777568,Let us help. Tell us more about this in DM. https://t.co/GDrqU22YpT,@776003 Let us help. Tell us more about this in DM. https://t.co/GDrqU22YpT,Tue Nov 21 15:45:38 +0000 2017
589553,"are you aware that the last few updates have bricked Airplay/mirroring from.iPad to Apple TV? Now using my iPad 3, and it work better than my brand new iPad. What gives? Halp","@AppleSupport are you aware that the last few updates have bricked Airplay/mirroring from.iPad to Apple TV? Now using my iPad 3, and it work better than my brand new iPad. What gives? Halp",Sun Dec 03 14:57:39 +0000 2017,589552,We'd like to look into this with you. Please DM us details on what iOS version you have on your new iPad and we'll help there. https://t.co/GDrqU22YpT,@259391 We'd like to look into this with you. Please DM us details on what iOS version you have on your new iPad and we'll help there. https://t.co/GDrqU22YpT,Sun Dec 03 16:18:35 +0000 2017
2652515,I recently bought a physical copy of Taylor Swifts 'Reputation' and it WILL not sync to my phone through my iTunes. WHY?! I'm ready to scream. SOMEONE PLEASE HELP ME.,@AppleSupport I recently bought a physical copy of Taylor Swifts 'Reputation' and it WILL not sync to my phone through my iTunes. WHY?! I'm ready to scream. SOMEONE PLEASE HELP ME.,Sun Nov 19 03:33:19 +0000 2017,2652513,Help is on the way. What happens when you try to sync? Send us a DM to get started. https://t.co/GDrqU22YpT,@748072 Help is on the way. What happens when you try to sync? Send us a DM to get started. https://t.co/GDrqU22YpT,Sun Nov 19 03:50:28 +0000 2017
919771,there’s still a glitch in ios 11 with the screen recording 😐,@AppleSupport there’s still a glitch in ios 11 with the screen recording 😐,Tue Oct 10 18:17:04 +0000 2017,919770,"Let's take a closer look together, starting with your model and it's exact iOS version. What exactly happens when you try using it?","@338327 Let's take a closer look together, starting with your model and it's exact iOS version. What exactly happens when you try using it?",Tue Oct 10 19:09:01 +0000 2017
1162125,FIX THIS BULL SHIT MAN ! IAm Tired Of Seeing This Shit 😒 My Conversations Don’t Make Any Sense.,@AppleSupport @115858  FIX THIS BULL SHIT MAN ! I️Am Tired Of Seeing This Shit 😒 My Conversations Don’t Make Any Sense.,Tue Nov 07 14:05:37 +0000 2017,1162124,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,@393430 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Tue Nov 07 16:47:00 +0000 2017
2945728,"#iOS11 #iPhone says ""-0:08"" in recorded video's time display in #photos app 🙄 #UserExperience #userinterface #uxdesign #uidesign #designthinking #DesigningForHumans https://t.co/l7rgM6wjrX","@115858 #iOS11 #iPhone says ""-0:08"" in recorded video's time display in #photos app 🙄 #UserExperience #userinterface #uxdesign #uidesign #designthinking #DesigningForHumans @AppleSupport https://t.co/l7rgM6wjrX",Wed Nov 29 13:06:38 +0000 2017,2945727,"We'll point you in the right direction. For help with the Photos app, connect with an Advisor who specializes in Photos here: https://t.co/IBIY3vMgPj You'll want to select Apps & Software > iOS Apps > Photos for iOS.","@257653 We'll point you in the right direction. For help with the Photos app, connect with an Advisor who specializes in Photos here: https://t.co/IBIY3vMgPj You'll want to select Apps &amp; Software &gt; iOS Apps &gt; Photos for iOS.",Wed Nov 29 15:30:01 +0000 2017
1877057,"I really want to downgrade to 10.3.3 #iphone6s ,an android phone which costs as much as your charger probably works better!","@applesupport I really want to downgrade to 10.3.3 #iphone6s ,an android phone which costs as much as your charger probably works better!",Sun Oct 22 05:34:07 +0000 2017,1877056,"While downgrading isn't an option, we'll be delighted to help get things moving as expected again. Please DM us. https://t.co/GDrqU22YpT","@560319 While downgrading isn't an option, we'll be delighted to help get things moving as expected again. Please DM us. https://t.co/GDrqU22YpT",Sun Oct 22 13:25:01 +0000 2017
1764497,"hey ! I’ve brought back my iPhone 8+ for a refund, when will I have the money back ?","@AppleSupport hey ! I’ve brought back my iPhone 8+ for a refund, when will I have the money back ?",Tue Nov 07 19:56:20 +0000 2017,1764496,Hey there. We'd like to help. Let us know in DM where you bought your iPhone to continue: https://t.co/GDrqU22YpT,@530791 Hey there. We'd like to help. Let us know in DM where you bought your iPhone to continue: https://t.co/GDrqU22YpT,Tue Nov 07 21:15:35 +0000 2017
1020964,Ever since the IOS update lots of features on my phone ARE NOT WORKING. Please fix this.,@AppleSupport Ever since the IOS update lots of features on my phone ARE NOT WORKING. Please fix this.,Sun Oct 22 22:18:14 +0000 2017,1020962,We'd be happy to lend a hand. Please provide us with specific information on what exactly is not functioning as expected.,@361597 We'd be happy to lend a hand.  Please provide us with specific information on what exactly is not functioning as expected.,Sun Oct 22 22:56:00 +0000 2017
825901,Why are your parental controls are blocking my kids access to the Roblox server? It only works if they are disabled,@AppleSupport  Why are your parental controls are blocking my kids access to the Roblox server? It only works if they are disabled,Fri Oct 13 00:18:41 +0000 2017,825900,We'd like to help. Which device is this happening with? Are you referring to restrictions that have been set up?,@316703 We'd like to help. Which device is this happening with? Are you referring to restrictions that have been set up?,Fri Oct 13 00:42:00 +0000 2017
1980668,"Hello, in France we have a lot of issues since the last iOs11 update, especially with the horrible slowness of the keyboard... have you some advices or solutions? pleaaaase :(","@AppleSupport Hello, in France we have a lot of issues since the last iOs11 update, especially with the horrible slowness of the keyboard... have you some advices or solutions? pleaaaase :(",Tue Oct 31 22:27:20 +0000 2017,1980667,We’d love to help. Send us a DM letting us know if the issue persists while using iOS 11.1. https://t.co/ahjigcvFRG https://t.co/GDrqU22YpT,@586309 We’d love to help. Send us a DM letting us know if the issue persists while using iOS 11.1. https://t.co/ahjigcvFRG https://t.co/GDrqU22YpT,Tue Oct 31 22:39:30 +0000 2017
2294648,"y’all need to fix y’all update ASAP ‼ my phone freezing constantly, hanging up in middle of calls fix it now‼","@AppleSupport y’all need to fix y’all update ASAP ‼️ my phone freezing constantly, hanging up in middle of calls fix it now‼️",Sat Nov 11 22:37:29 +0000 2017,2294647,Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,@666308 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,Sat Nov 11 23:53:30 +0000 2017
26684,"Teally upset, downloaded latest 11.0 update now apps will not work on iPhone or IPad. Tech support was worthless after 120 minutes tried to blame me! Getting new phone and different notebook. This is outrageous!","@AppleSupport Teally upset, downloaded latest 11.0 update now apps will not work on iPhone or IPad. Tech support was worthless after 120 minutes tried to blame me!  Getting new phone and different notebook. This is outrageous!",Wed Nov 08 23:15:21 +0000 2017,26682,We'd be happy to look into this with you. Feel free to DM us what country you're located in and we'll go from there: https://t.co/GDrqU22YpT,@121842 We'd be happy to look into this with you.  Feel free to DM us what country you're located in and we'll go from there: https://t.co/GDrqU22YpT,Wed Nov 08 23:32:29 +0000 2017
2292399,"Keep getting message saying can’t add card to Apple Pay (two different cards), yet get email saying cards were added. Latest iOS, all up to date. 🧐 help please!","@AppleSupport Keep getting message saying can’t add card to Apple Pay (two different cards), yet get email saying cards were added. Latest iOS, all up to date. 🧐 help please!",Sat Nov 11 19:44:10 +0000 2017,2292398,"Thanks for reaching out, we're happy to help. Which iPhone model are you having this issue on? Also, does your card issuer support Apple pay? This article can help you check: https://t.co/L26Q4P2lTQ Let us know in a DM and we'll continue. https://t.co/GDrqU22YpT","@665722 Thanks for reaching out, we're happy to help. Which iPhone model are you having this issue on? Also, does your card issuer support Apple pay? This article can help you check: https://t.co/L26Q4P2lTQ Let us know in a DM and we'll continue. https://t.co/GDrqU22YpT",Sat Nov 11 22:06:00 +0000 2017
1690509,Tried to renew my developer program but we DON'T have postal codes. Not joking. https://t.co/w8gCOaZ7OU,@AppleSupport Tried to renew my developer program but we DON'T have postal codes. Not joking. https://t.co/w8gCOaZ7OU,Mon Nov 06 18:17:55 +0000 2017,1690508,We would love to help. Reach out to our developer support team by using this link: https://t.co/MN29maiV1D,@513220 We would love to help. Reach out to our developer support team by using this link: https://t.co/MN29maiV1D,Mon Nov 06 20:44:00 +0000 2017
1497973,what the hell is up with “I “????,@AppleSupport @115858 what the hell is up with “I️ “????,Fri Nov 03 03:28:03 +0000 2017,1497972,We want to look into this. DM us your device and OS version and we'll continue there. https://t.co/GDrqU22YpT,@467798 We want to look into this. DM us your device and OS version and we'll continue there. https://t.co/GDrqU22YpT,Fri Nov 03 12:49:27 +0000 2017
260867,- and it’s only an inconvenience and not a HUGE problem because my phone is a 7+ so the extended battery saves my bacon.,@applesupport - and it’s only an inconvenience and not a HUGE problem because my phone is a 7+ so the extended battery saves my bacon.,Thu Oct 05 20:23:45 +0000 2017,260861,We'd be happy to look this over with you. Please meet us in DM so we may gather information and better assist. https://t.co/GDrqU22YpT,@178107 We'd be happy to look this over with you. Please meet us in DM so we may gather information and better assist. https://t.co/GDrqU22YpT,Thu Oct 05 21:19:35 +0000 2017
1606716,Hey can I have my freaking “I” back please!! It’s “I” not “?”!!,Hey @AppleSupport can I️ have my freaking “I️” back please!! It’s “I️” not “?”!!,Sat Nov 04 22:52:45 +0000 2017,1606715,We want to help make sure things are working smoothly for you. Try giving these steps a try: https://t.co/sDSg93LaFu,@449873 We want to help make sure things are working smoothly for you. Try giving these steps a try: https://t.co/sDSg93LaFu,Sun Nov 05 02:38:56 +0000 2017
1975633,hello sir I am Sahil using IPhone 7 Plus Matt black and I got pro for this phone Bec color remove with small patches https://t.co/wykLNM7HWn,@AppleSupport hello sir I am Sahil using IPhone 7 Plus Matt black and I got pro for this phone Bec color remove with small patches https://t.co/wykLNM7HWn,Wed Nov 01 16:32:27 +0000 2017,1975632,We'd love to assist you. Did the color get removed as a result of it being dropped or damaged? DM the answer below. https://t.co/GDrqU22YpT,@585064 We'd love to assist you. Did the color get removed as a result of it being dropped or damaged? DM the answer below. https://t.co/GDrqU22YpT,Wed Nov 01 17:12:01 +0000 2017
249312,my Apple Music Connect account is acting up. I’m not able to follow people back after they follow me.,@AppleSupport my Apple Music Connect account is acting up. I’m not able to follow people back after they follow me.,Sat Nov 25 02:30:11 +0000 2017,249311,We're happy to help. The steps here may help: https://t.co/6rKpA2Rl6I,@175232 We're happy to help. The steps here may help: https://t.co/6rKpA2Rl6I,Sat Nov 25 02:45:27 +0000 2017
2643648,iMessages are sending out of order and getting stuck behind old messages.,@AppleSupport  iMessages are sending out of order and getting stuck behind old messages.,Tue Oct 31 02:54:53 +0000 2017,2643647,We want to help! DM us and let us know more about the issues you are having. https://t.co/GDrqU22YpT,@573650 We want to help! DM us and let us know more about the issues you are having. https://t.co/GDrqU22YpT,Tue Oct 31 03:14:00 +0000 2017
1240088,Both my iPhones won’t switch on wtf,Both my iPhones won’t switch on wtf @AppleSupport,Wed Oct 25 22:02:14 +0000 2017,1240087,We want to help. What happens when you try these steps? https://t.co/8MvHMFZ83h,@410875 We want to help. What happens when you try these steps? https://t.co/8MvHMFZ83h,Wed Oct 25 22:11:30 +0000 2017
272705,"I have Apple iPhone 6s, three years old, battery dies fast. Should I do the upgrade even though I hear it sucks battery life?","@AppleSupport I have Apple iPhone 6s, three years old, battery dies fast.  Should I do the upgrade even though I hear it sucks battery life?",Fri Oct 06 02:47:58 +0000 2017,272704,"Let's take a closer look at your iPhone's battery. Send us a DM, and we'll meet up with you there. https://t.co/GDrqU22YpT","@181106 Let's take a closer look at your iPhone's battery. Send us a DM, and we'll meet up with you there. https://t.co/GDrqU22YpT",Fri Oct 06 03:57:00 +0000 2017
1360128,the case I ordered for my iPhone X is being shipped to an address that doesn’t exist in my Apple ID anymore! help!,@AppleSupport the case I ordered for my iPhone X is being shipped to an address that doesn’t exist in my Apple ID anymore! help!,Fri Oct 27 18:24:14 +0000 2017,1360127,Make changes to your order here: https://t.co/jr7MZtpSNY or contact our Sales Support for help: https://t.co/8yjRd1Xo0i,@437100 Make changes to your order here: https://t.co/jr7MZtpSNY or contact our Sales Support for help: https://t.co/8yjRd1Xo0i,Fri Oct 27 20:22:29 +0000 2017
